                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.7206,                 10.163,                 2.8303,                      0,                      0,                      0,                      0,                 5.1142,                 10.374,                 2.7989,               3.45e-06,               3.45e-06,               3.45e-06
                      2,                 5.9709,                 10.279,                 2.8951,                      0,                      0,                      0,                      0,                 5.0314,                 10.376,                 2.7449,             1.0299e-05,             1.0299e-05,             1.0299e-05
                      3,                 5.3774,                 10.132,                 2.6973,                      0,                      0,                      0,                      0,                 4.9432,                 10.369,                 2.6717,             1.7079e-05,             1.7079e-05,             1.7079e-05
                      4,                 4.7964,                 10.187,                 2.4542,                      0,                      0,                      0,                      0,                 4.7795,                  10.36,                 2.5576,             2.3791e-05,             2.3791e-05,             2.3791e-05
                      5,                 5.0064,                 10.113,                 2.5265,                      0,                      0,                      0,                      0,                 4.6889,                  10.34,                 2.5009,             3.0435e-05,             3.0435e-05,             3.0435e-05
                      6,                 5.0838,                 10.099,                 2.4606,                      0,                      0,                      0,                      0,                 4.5971,                 10.304,                 2.4273,             3.7011e-05,             3.7011e-05,             3.7011e-05
                      7,                 4.6486,                 10.057,                 2.4112,                      0,                      0,                      0,                      0,                 4.4721,                 10.255,                  2.346,             4.3518e-05,             4.3518e-05,             4.3518e-05
                      8,                 4.7935,                 10.087,                 2.3114,                      0,                      0,                      0,                      0,                 4.3281,                   10.2,                 2.2644,             4.9957e-05,             4.9957e-05,             4.9957e-05
                      9,                 4.6253,                 10.039,                 2.3801,                      0,                      0,                      0,                      0,                 4.2079,                 10.159,                 2.1955,             5.6327e-05,             5.6327e-05,             5.6327e-05
                     10,                 4.3591,                 9.9877,                 2.2315,                      0,                      0,                      0,                      0,                 4.1062,                 10.108,                  2.153,              6.263e-05,              6.263e-05,              6.263e-05
                     11,                 4.2537,                 9.9044,                 2.2242,                      0,                      0,                      0,                      0,                 4.0767,                  10.04,                 2.1167,             6.8864e-05,             6.8864e-05,             6.8864e-05
                     12,                 4.2679,                 9.8582,                 2.2343,                      0,                      0,                      0,                      0,                 4.0767,                  10.04,                 2.1167,             7.5029e-05,             7.5029e-05,             7.5029e-05
                     13,                 4.2729,                 9.7614,                 2.1945,                      0,                      0,                      0,                      0,                 3.9841,                 9.9881,                 2.0706,             8.1127e-05,             8.1127e-05,             8.1127e-05
                     14,                 4.1713,                 9.7751,                 2.1574,                      0,                      0,                      0,                      0,                 3.8967,                 9.9495,                 2.0243,             8.7156e-05,             8.7156e-05,             8.7156e-05
                     15,                 3.9986,                 9.6221,                 2.1196,                      0,                      0,                      0,                      0,                 3.8967,                 9.9495,                 2.0243,             9.3117e-05,             9.3117e-05,             9.3117e-05
                     16,                 4.1477,                 9.6838,                 2.0852,                      0,                      0,                      0,                      0,                 3.8477,                 9.9179,                 2.0052,             9.9009e-05,             9.9009e-05,             9.9009e-05
                     17,                 4.1803,                 9.6893,                 2.1261,                      0,                      0,                      0,                      0,                 3.7774,                  9.909,                 1.9932,             0.00010483,             0.00010483,             0.00010483
                     18,                 3.8921,                 9.4616,                 2.1008,                      0,                      0,                      0,                      0,                 3.7774,                  9.909,                 1.9932,             0.00011059,             0.00011059,             0.00011059
                     19,                 3.7406,                 9.4183,                 2.0304,                      0,                      0,                      0,                      0,                 3.6448,                 9.8925,                 1.9726,             0.00011628,             0.00011628,             0.00011628
                     20,                 3.7465,                 9.3739,                 2.0901,                      0,                      0,                      0,                      0,                 3.6448,                 9.8925,                 1.9726,              0.0001219,              0.0001219,              0.0001219
                     21,                  3.821,                 9.3539,                 2.0551,                      0,                      0,                      0,                      0,                 3.4987,                  9.857,                 1.9588,             0.00012745,             0.00012745,             0.00012745
                     22,                 4.1257,                 9.3144,                 2.0643,                      0,                      0,                      0,                      0,                 3.4987,                  9.857,                 1.9588,             0.00013293,             0.00013293,             0.00013293
                     23,                 4.0236,                 9.3643,                 2.1429,                0.11111,                0.00133,                0.05578,                0.05578,                 3.4424,                 9.8316,                 1.9642,             0.00013834,             0.00013834,             0.00013834
                     24,                 3.4684,                 9.0198,                 2.0168,                0.11111,                0.00133,                0.05578,                0.05578,                 3.4424,                 9.8316,                 1.9642,             0.00014369,             0.00014369,             0.00014369
                     25,                 3.7262,                 9.0559,                 1.9922,                0.18333,                0.01461,                0.09753,                0.06495,                 3.4213,                 9.7787,                 1.9648,             0.00014897,             0.00014897,             0.00014897
                     26,                 3.6319,                 9.0484,                  2.027,                0.18333,                0.01461,                0.09753,                0.06495,                 3.4213,                 9.7787,                 1.9648,             0.00015418,             0.00015418,             0.00015418
                     27,                 3.6491,                 9.1378,                 2.0164,                0.18333,                0.01461,                0.09753,                0.06495,                 3.4213,                 9.7787,                 1.9648,             0.00015932,             0.00015932,             0.00015932
                     28,                 3.5264,                  8.908,                 2.0187,                0.44444,                0.03067,                 0.2367,                0.08962,                 3.4162,                 9.6927,                 1.9716,             0.00016439,             0.00016439,             0.00016439
                     29,                 3.6272,                 8.7375,                 2.0288,                0.44444,                0.03067,                 0.2367,                0.08962,                 3.4162,                 9.6927,                 1.9716,             0.00016939,             0.00016939,             0.00016939
                     30,                 4.1442,                 9.1726,                 2.0794,                0.12078,                0.03611,                0.07783,                0.02558,                 3.4436,                 9.5879,                  1.964,             0.00017433,             0.00017433,             0.00017433
                     31,                 4.0835,                 8.7951,                  2.033,                0.12078,                0.03611,                0.07783,                0.02558,                 3.4436,                 9.5879,                  1.964,              0.0001792,              0.0001792,              0.0001792
                     32,                  3.446,                 8.4872,                 1.9708,                0.12078,                0.03611,                0.07783,                0.02558,                 3.4436,                 9.5879,                  1.964,               0.000184,               0.000184,               0.000184
                     33,                  3.935,                 8.6879,                  2.015,                 0.1298,                0.04168,                0.08573,                 0.0334,                 3.4527,                 9.4245,                 1.9447,             0.00018873,             0.00018873,             0.00018873
                     34,                   4.07,                 8.4946,                 2.0474,                 0.1298,                0.04168,                0.08573,                 0.0334,                 3.4527,                 9.4245,                 1.9447,             0.00019339,             0.00019339,             0.00019339
                     35,                 3.9327,                 8.6074,                  2.032,                 0.1298,                0.04168,                0.08573,                 0.0334,                 3.4527,                 9.4245,                 1.9447,             0.00019799,             0.00019799,             0.00019799
                     36,                  3.953,                 8.4926,                 2.0588,                0.12174,                 0.0475,                0.08456,                0.04287,                 3.4422,                 9.1746,                   1.92,             0.00020251,             0.00020251,             0.00020251
                     37,                  3.649,                 8.4229,                 1.9557,                0.12174,                 0.0475,                0.08456,                0.04287,                 3.4422,                 9.1746,                   1.92,             0.00020697,             0.00020697,             0.00020697
                     38,                 3.6667,                 8.1875,                  1.998,                0.12174,                 0.0475,                0.08456,                0.04287,                 3.4422,                 9.1746,                   1.92,             0.00021136,             0.00021136,             0.00021136
                     39,                 3.5502,                 8.1388,                 1.9897,                0.12636,                0.06206,                0.09391,                0.05092,                  3.393,                 8.9085,                 1.9111,             0.00021568,             0.00021568,             0.00021568
                     40,                 3.5453,                 8.1216,                 1.9451,                0.12636,                0.06206,                0.09391,                0.05092,                  3.393,                 8.9085,                 1.9111,             0.00021993,             0.00021993,             0.00021993
                     41,                 3.6989,                 8.0598,                 1.9751,                0.12636,                0.06206,                0.09391,                0.05092,                  3.393,                 8.9085,                 1.9111,             0.00022412,             0.00022412,             0.00022412
                     42,                 4.1909,                 8.4362,                 2.0413,                0.13999,                0.09541,                0.11239,                0.06406,                  3.359,                 8.6208,                  1.907,             0.00022824,             0.00022824,             0.00022824
                     43,                 3.7058,                 8.2043,                 2.0081,                0.13999,                0.09541,                0.11239,                0.06406,                  3.359,                 8.6208,                  1.907,             0.00023228,             0.00023228,             0.00023228
                     44,                  3.581,                 8.0475,                 1.9344,                0.13999,                0.09541,                0.11239,                0.06406,                  3.359,                 8.6208,                  1.907,             0.00023626,             0.00023626,             0.00023626
                     45,                 3.7754,                 7.9435,                 1.9231,                0.13999,                0.09541,                0.11239,                0.06406,                  3.359,                 8.6208,                  1.907,             0.00024017,             0.00024017,             0.00024017
                     46,                 3.6362,                 7.9215,                 1.9665,                0.13761,                0.13566,                0.12875,                0.06947,                 3.3867,                 8.3163,                 1.9178,             0.00024402,             0.00024402,             0.00024402
                     47,                 3.8587,                  7.838,                  1.975,                0.13761,                0.13566,                0.12875,                0.06947,                 3.3867,                 8.3163,                 1.9178,             0.00024779,             0.00024779,             0.00024779
                     48,                 3.7956,                 7.9272,                 1.9976,                0.13761,                0.13566,                0.12875,                0.06947,                 3.3867,                 8.3163,                 1.9178,              0.0002515,              0.0002515,              0.0002515
                     49,                 3.6701,                 7.9048,                  1.951,                0.13761,                0.13566,                0.12875,                0.06947,                 3.3867,                 8.3163,                 1.9178,             0.00025514,             0.00025514,             0.00025514
                     50,                 3.7205,                 7.6603,                  2.005,                0.14745,                0.17766,                0.15456,                0.07903,                 3.4426,                 7.9427,                 1.9226,             0.00025871,             0.00025871,             0.00025871
                     51,                 3.9301,                 7.3288,                 1.9228,                0.14745,                0.17766,                0.15456,                0.07903,                 3.4426,                 7.9427,                 1.9226,             0.00025961,             0.00025961,             0.00025961
                     52,                 3.5907,                 7.2628,                 2.0063,                0.14745,                0.17766,                0.15456,                0.07903,                 3.4426,                 7.9427,                 1.9226,              0.0002579,              0.0002579,              0.0002579
                     53,                 3.9289,                 7.7308,                 1.9738,                0.14745,                0.17766,                0.15456,                0.07903,                 3.4426,                 7.9427,                 1.9226,              0.0002562,              0.0002562,              0.0002562
                     54,                 3.5981,                 7.4274,                 1.9476,                0.15747,                0.23643,                0.17364,                 0.0912,                 3.4928,                 7.5418,                 1.9396,             0.00025449,             0.00025449,             0.00025449
                     55,                 3.5675,                 7.3388,                 1.9175,                0.15747,                0.23643,                0.17364,                 0.0912,                 3.4928,                 7.5418,                 1.9396,             0.00025278,             0.00025278,             0.00025278
                     56,                 3.5698,                 7.1621,                 1.9374,                0.15747,                0.23643,                0.17364,                 0.0912,                 3.4928,                 7.5418,                 1.9396,             0.00025107,             0.00025107,             0.00025107
                     57,                 3.7287,                 7.4386,                 1.9464,                0.15747,                0.23643,                0.17364,                 0.0912,                 3.4928,                 7.5418,                 1.9396,             0.00024937,             0.00024937,             0.00024937
                     58,                 3.7175,                 7.2591,                 1.9465,                0.16459,                0.28406,                0.19007,                0.10115,                 3.5078,                 7.1957,                 1.9482,             0.00024766,             0.00024766,             0.00024766
                     59,                 3.7046,                 7.6258,                 1.9423,                0.16459,                0.28406,                0.19007,                0.10115,                 3.5078,                 7.1957,                 1.9482,             0.00024595,             0.00024595,             0.00024595
                     60,                 3.9092,                 7.6529,                 1.9872,                0.16459,                0.28406,                0.19007,                0.10115,                 3.5078,                 7.1957,                 1.9482,             0.00024424,             0.00024424,             0.00024424
                     61,                 3.8306,                 7.5075,                 1.9342,                0.16459,                0.28406,                0.19007,                0.10115,                 3.5078,                 7.1957,                 1.9482,             0.00024253,             0.00024253,             0.00024253
                     62,                 3.4667,                 6.8874,                 1.9374,                0.17822,                0.32359,                0.21267,                0.11209,                 3.5377,                 6.8579,                 1.9526,             0.00024083,             0.00024083,             0.00024083
                     63,                 3.7191,                 7.0238,                 1.9299,                0.17822,                0.32359,                0.21267,                0.11209,                 3.5377,                 6.8579,                 1.9526,             0.00023912,             0.00023912,             0.00023912
                     64,                 3.3957,                 6.9859,                 1.8922,                0.17822,                0.32359,                0.21267,                0.11209,                 3.5377,                 6.8579,                 1.9526,             0.00023741,             0.00023741,             0.00023741
                     65,                 3.4949,                 7.2306,                 1.9231,                0.17822,                0.32359,                0.21267,                0.11209,                 3.5377,                 6.8579,                 1.9526,              0.0002357,              0.0002357,              0.0002357
                     66,                 3.6942,                  6.961,                 1.9186,                0.17354,                0.33636,                0.21723,                0.11353,                 3.5495,                   6.53,                 1.9545,               0.000234,               0.000234,               0.000234
                     67,                 3.8266,                 6.7119,                 1.9194,                0.17354,                0.33636,                0.21723,                0.11353,                 3.5495,                   6.53,                 1.9545,             0.00023229,             0.00023229,             0.00023229
                     68,                 3.5381,                 6.1519,                 1.9022,                0.17354,                0.33636,                0.21723,                0.11353,                 3.5495,                   6.53,                 1.9545,             0.00023058,             0.00023058,             0.00023058
                     69,                 3.7224,                 6.6228,                 1.9463,                0.17354,                0.33636,                0.21723,                0.11353,                 3.5495,                   6.53,                 1.9545,             0.00022887,             0.00022887,             0.00022887
                     70,                  3.635,                 6.8529,                 1.9225,                0.17139,                0.35521,                0.22383,                0.11668,                 3.5302,                 6.1531,                 1.9509,             0.00022717,             0.00022717,             0.00022717
                     71,                 3.3612,                 6.4879,                 1.8844,                0.17139,                0.35521,                0.22383,                0.11668,                 3.5302,                 6.1531,                 1.9509,             0.00022546,             0.00022546,             0.00022546
                     72,                 3.5854,                 6.6296,                 1.9714,                0.17139,                0.35521,                0.22383,                0.11668,                 3.5302,                 6.1531,                 1.9509,             0.00022375,             0.00022375,             0.00022375
                     73,                 3.6039,                 6.4749,                 1.9508,                0.17139,                0.35521,                0.22383,                0.11668,                 3.5302,                 6.1531,                 1.9509,             0.00022204,             0.00022204,             0.00022204
                     74,                  3.627,                 6.7384,                  1.917,                0.17358,                0.37962,                0.23969,                0.12791,                 3.4537,                 5.8807,                 1.9419,             0.00022033,             0.00022033,             0.00022033
                     75,                 3.7454,                  6.653,                 1.9519,                0.17358,                0.37962,                0.23969,                0.12791,                 3.4537,                 5.8807,                 1.9419,             0.00021863,             0.00021863,             0.00021863
                     76,                 3.8552,                 6.7924,                  1.945,                0.17358,                0.37962,                0.23969,                0.12791,                 3.4537,                 5.8807,                 1.9419,             0.00021692,             0.00021692,             0.00021692
                     77,                 3.7141,                 6.3911,                 1.9554,                0.17358,                0.37962,                0.23969,                0.12791,                 3.4537,                 5.8807,                 1.9419,             0.00021521,             0.00021521,             0.00021521
                     78,                 3.6195,                 6.7462,                 1.9119,                0.17978,                0.40416,                0.25549,                0.13801,                 3.4266,                 5.6234,                 1.9307,              0.0002135,              0.0002135,              0.0002135
                     79,                  3.536,                 6.2797,                 1.8867,                0.17978,                0.40416,                0.25549,                0.13801,                 3.4266,                 5.6234,                 1.9307,              0.0002118,              0.0002118,              0.0002118
                     80,                 3.7169,                 6.6707,                 1.9334,                0.17978,                0.40416,                0.25549,                0.13801,                 3.4266,                 5.6234,                 1.9307,             0.00021009,             0.00021009,             0.00021009
                     81,                 3.7922,                 6.0471,                 1.9398,                0.17978,                0.40416,                0.25549,                0.13801,                 3.4266,                 5.6234,                 1.9307,             0.00020838,             0.00020838,             0.00020838
                     82,                 4.0193,                 6.3949,                 1.9695,                0.18178,                0.41504,                0.26831,                0.14823,                 3.4594,                 5.4098,                 1.9312,             0.00020667,             0.00020667,             0.00020667
                     83,                 3.3732,                 6.3077,                 1.8882,                0.18178,                0.41504,                0.26831,                0.14823,                 3.4594,                 5.4098,                 1.9312,             0.00020496,             0.00020496,             0.00020496
                     84,                 3.3718,                  6.108,                 1.9009,                0.18178,                0.41504,                0.26831,                0.14823,                 3.4594,                 5.4098,                 1.9312,             0.00020326,             0.00020326,             0.00020326
                     85,                 3.5922,                 6.4112,                 1.8996,                0.18178,                0.41504,                0.26831,                0.14823,                 3.4594,                 5.4098,                 1.9312,             0.00020155,             0.00020155,             0.00020155
                     86,                 3.5709,                 5.7746,                 1.9042,                0.72877,                0.22678,                0.29254,                0.16229,                 3.4926,                   5.14,                 1.9312,             0.00019984,             0.00019984,             0.00019984
                     87,                 3.3891,                 5.9022,                 1.9414,                0.72877,                0.22678,                0.29254,                0.16229,                 3.4926,                   5.14,                 1.9312,             0.00019813,             0.00019813,             0.00019813
                     88,                 3.8929,                 5.9262,                 1.9009,                0.72877,                0.22678,                0.29254,                0.16229,                 3.4926,                   5.14,                 1.9312,             0.00019643,             0.00019643,             0.00019643
                     89,                  3.719,                 6.4169,                 1.9304,                0.72877,                0.22678,                0.29254,                0.16229,                 3.4926,                   5.14,                 1.9312,             0.00019472,             0.00019472,             0.00019472
                     90,                 3.6358,                 5.9087,                 1.8803,                 0.7366,                0.24414,                0.30805,                0.17168,                 3.5181,                 4.9383,                 1.9418,             0.00019301,             0.00019301,             0.00019301
                     91,                 3.6061,                 6.1045,                 1.9547,                 0.7366,                0.24414,                0.30805,                0.17168,                 3.5181,                 4.9383,                 1.9418,              0.0001913,              0.0001913,              0.0001913
                     92,                 3.7112,                 6.0885,                 1.9215,                 0.7366,                0.24414,                0.30805,                0.17168,                 3.5181,                 4.9383,                 1.9418,             0.00018959,             0.00018959,             0.00018959
                     93,                 3.4203,                 5.6106,                 1.8846,                 0.7366,                0.24414,                0.30805,                0.17168,                 3.5181,                 4.9383,                 1.9418,             0.00018789,             0.00018789,             0.00018789
                     94,                 3.5556,                 5.5075,                 1.8987,                0.73123,                0.26094,                 0.3128,                0.17027,                 3.5551,                 4.7996,                 1.9506,             0.00018618,             0.00018618,             0.00018618
                     95,                 3.6151,                 5.7537,                 1.8868,                0.73123,                0.26094,                 0.3128,                0.17027,                 3.5551,                 4.7996,                 1.9506,             0.00018447,             0.00018447,             0.00018447
                     96,                 3.7457,                 5.8338,                 1.9128,                0.73123,                0.26094,                 0.3128,                0.17027,                 3.5551,                 4.7996,                 1.9506,             0.00018276,             0.00018276,             0.00018276
                     97,                 3.4336,                 5.5694,                 1.8657,                0.73123,                0.26094,                 0.3128,                0.17027,                 3.5551,                 4.7996,                 1.9506,             0.00018106,             0.00018106,             0.00018106
                     98,                 3.3282,                 5.2648,                 1.8464,                0.72422,                0.27589,                0.31496,                0.17121,                 3.5624,                 4.6885,                 1.9529,             0.00017935,             0.00017935,             0.00017935
                     99,                 3.7667,                 5.9592,                 1.9321,                0.72422,                0.27589,                0.31496,                0.17121,                 3.5624,                 4.6885,                 1.9529,             0.00017764,             0.00017764,             0.00017764
                    100,                 3.2211,                 5.2975,                 1.8629,                0.72422,                0.27589,                0.31496,                0.17121,                 3.5624,                 4.6885,                 1.9529,             0.00017593,             0.00017593,             0.00017593
                    101,                 3.9222,                 5.9957,                 1.8879,                0.72422,                0.27589,                0.31496,                0.17121,                 3.5624,                 4.6885,                 1.9529,             0.00017422,             0.00017422,             0.00017422
                    102,                 3.2335,                 4.8978,                 1.8657,                0.73188,                0.29029,                0.33277,                 0.1777,                 3.5194,                 4.6095,                 1.9495,             0.00017252,             0.00017252,             0.00017252
                    103,                 3.9134,                 6.2937,                  1.954,                0.73188,                0.29029,                0.33277,                 0.1777,                 3.5194,                 4.6095,                 1.9495,             0.00017081,             0.00017081,             0.00017081
                    104,                  3.352,                 4.8292,                 1.8883,                0.73188,                0.29029,                0.33277,                 0.1777,                 3.5194,                 4.6095,                 1.9495,              0.0001691,              0.0001691,              0.0001691
